,Video_id,Comments
3011,kYMZP2vXYqQ,Hypocrisy
3012,kYMZP2vXYqQ,"Not month's hundreds of years( And thanks you, it is very important"
3013,kYMZP2vXYqQ,I came to watch this after I saw Amar IG story post just now. With War going on in gaza. Don't forget to make a go fund me for Gazan pple. I have been yes theory for sometimes. And I hope there would be no double standard here.
3014,kYMZP2vXYqQ,Do something for Palestine!!! You did for Ukraine!  Palestinian childrens lives matter! The people matter please care about them!
3015,kYMZP2vXYqQ,Where’s the the coverage about PAL3_STIN3 ? Not even a IG Story post?
3016,kYMZP2vXYqQ,"What we as people from other countries have to understand these folks are coming to our country for help. Nothing more, some of their family didn't make it. Out but believe me when I say they want nothing more than to go back home. They are good people they are Strong people, and they want nothing more than to go home, and we need to help them"
3017,kYMZP2vXYqQ,Glory to Ukraine and  all.her heroes
3018,kYMZP2vXYqQ,"Why do you delete my comment???? I’m screen recording this!!!

That’s so great of guys!
Hopefully, you’re working on same thing for Palestinians right now in the 2023 October brutal strikes against innocent civilians. 🇵🇸"
3019,kYMZP2vXYqQ,🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺
3020,kYMZP2vXYqQ,Thank you
3021,kYMZP2vXYqQ,"The Poles and Ukraine have some history together, most of it bad. I was pleasantly surprised at the help Poland has offered to Ukraine. Thank you Polski!"
3022,ZOgVZCugeuo,Hey... If you've made it until the end... The continuation you're looking for is right here on this channel :)
3023,ZOgVZCugeuo,What happen Eric?
3024,ZOgVZCugeuo,Some people are lucky.
3025,ZOgVZCugeuo,Very nice!
3026,ZOgVZCugeuo,"Tommy kind of looks like Sal from Impractical Jokers. 

Now, awesome idea but I thought the challenge was to get someone to buy you a plane ticket to get out of the Airport… and go the farthest. Begging for money from several people, even getting people to Venmo you money, seems unfair and cheating. That’s way different than getting someone to buy you a ticket!"
3027,ZOgVZCugeuo,I vote for the one who didn't go to Hawaii the other one at airport got seek discomfort
3028,ZOgVZCugeuo,Eric giving Ferris Bueller energy
3029,ZOgVZCugeuo,Asian people and people that have experienced hardships are so kind
3030,ZOgVZCugeuo,I've watched about 652 Yes Theory videos and this is my favorite one
3031,ZOgVZCugeuo,Thanks!
3032,ZOgVZCugeuo,"Guy in airport name Ryan 5:43  , but guy who is transfer money is Robert 6:14 . Can you explain?

For a channel which peddles spontanity and encourages simpletons to do wild goose chases, scripted shows are a BIG NO NO ... shame on you ..."
3033,ZOgVZCugeuo,"I think the best trip go,s too tommy because i think costa rica is so mutch more beautyfull"
3034,ZOgVZCugeuo,hey just wanted you guys to know i've gotten two anti-lgbtq ads and anti-trans ads on your videos :( idk if you can block these types of ads but i wanted to let you know.
3035,ZOgVZCugeuo,"I've never flown first class... but that first class looks pretty average, looks more like business class or even a top airline's premium economy...."
3036,ZOgVZCugeuo,There’s something so funny about a man reclining his chair into a bed on an airplane in first class with a shirt that reads ”seek discomfort”. Ironic yet iconic.
3037,ZOgVZCugeuo,💚💚💚
3038,ZOgVZCugeuo,Feels staged. Something ain't right. Actors would get it.
3039,ZOgVZCugeuo,"Wow, being stuck with the guy in Hawai would be terrible,"
3040,ZOgVZCugeuo,I think hes waiting for you in vegas😆
3041,ZOgVZCugeuo,"Seek contact with the Ukrainian guy to give him 100$ please, he deserves it."
3042,H4jA_SN4hgg,"⚡Hey, 2023 is here! Yes Theory on our second channel here :) ⚡

Thank you for watching! We can’t explain how much joy it brings us to know that our content is being viewed from all over the world.

We are always seeking to tell stories that inspire others in life to Seek Discomfort and explore the beauty of the unknown. We are beyond grateful that people like you, from our community, support us in funding these adventures through our own unique brand Seek Discomfort - Every piece we design is meant to act as a daily reminder for you to live life to the fullest! 

Interested in helping us tell even better stories in 2023? Check out our store here: https://bit.ly/3Dm8sDf"
3043,H4jA_SN4hgg,this was honestly dope
3044,H4jA_SN4hgg,"That's just amazing, I'm from Papua New Guinea. I just love your video and how the wolves behave and live with their care givers. Please protect the wolves ❤❤❤❤"
3045,H4jA_SN4hgg,Puppy!
3046,H4jA_SN4hgg,Guys it's a cold December night. It's drizzling now and making a sweet rythm as the water is dropping upon the plants in my balcony. I'm sitting here and enjoying this little thing. I'm wearing shorts and super cold but I don't want to leave this surreal moment of discomfort. The cold gentle breeze is telling me that it's worth living in this beautiful world.
3047,H4jA_SN4hgg,"I would love to meet wolves, im not afraid whatsoever i love wolves and would love to meet wolves, im 11 btw😊"
3048,H4jA_SN4hgg,A fool lives with wolves. A wise man observes from a distance & studies wolves.❤
3049,H4jA_SN4hgg,Big corporations are a blight on humanity
3050,H4jA_SN4hgg,Makes me tear up watching the wolf being friendly
3051,H4jA_SN4hgg,"Incredible! Wolves and wolfdogs are brilliant and beautiful creatures, very touching episode! Wolf hunting needs to be banned"
3052,H4jA_SN4hgg,wolves and dogs can see through you if you are fake
3053,H4jA_SN4hgg,wolves and dogs are all about trust
3054,H4jA_SN4hgg,Good on your guys and once again a big fuck you to the Trump administration for their ridiculous rulings and crap they dream of.
3055,H4jA_SN4hgg,"As a conservative American I'm appalled by my midwest brothers who wish to slaughter our wolves. STOP, if you are a rancher, if you are a dairy farmer, ect. LET'S figure it out. DON'T FUCKING tell me you need to blow them away, I live out here so don't blow smoke up my ass."
3056,H4jA_SN4hgg,Have been following them for awhile. Just an amazing story and what a dream to live there with a family like that. Wolves were man’s best friends until the domestic breeding then into hunting. Saves the wolves!!!🐺
3057,H4jA_SN4hgg,"I've just watched a documentary on Bhutan and added a comment related to dreams of adopting their ways only to watch this.. i don't know what it is about humans that allow them to act so entitled.  You can still have everything and do relatively no harm, (because everything has a cost) so I'm feeling bewildered and so saddened by what we have become 😢"
3058,H4jA_SN4hgg,These are mid to upper content wolfdogs.
3059,H4jA_SN4hgg,"Magnificent!
People who want to kill wolves are … how to say … fuqed in da hed"
3060,H4jA_SN4hgg,peapole just want to kill every wolf on world (btw once when someone was chasing me i got saved by wolfes)
3061,H4jA_SN4hgg,You guys are incredible! Thank you for bringing out such important subjects such as this and for giving a voice to such amazing beautiful beings who cannot speak for themselves. You truly are making a difference in the world 🙏
3062,hTyNa_KO_0A,"We’re back! And… what.. a strange adventure.. We honestly got quite close to not sharing this after filming it but after sitting on this footage for a while we decided to release it. Our friend @LexieLimitless told us about this place a few years ago after she already went to visit. She came with us to help us capture this unique experience, and we recommend checking her channel out if you haven’t already :) https://www.youtube.com/c/LexieLimitless"
3063,hTyNa_KO_0A,So the drawing with the  stick were perfect compare to what exactly?
3064,hTyNa_KO_0A,There's one of these in Colorado but I can't tell you about it
3065,hTyNa_KO_0A,Lots of beautiful art but the culty aspects of this and attempts to access secret knowledge and speak with other versions of your self or something all pretty much just seem like satanism lol.
3066,hTyNa_KO_0A,looks like a cult
3067,hTyNa_KO_0A,"Well - bizarre is the word that rightly comes to mind.
Also the feeling of being tired coming out of one of this bizarre rooms shows what is going on: A sucking of life energy, not a contribution to it.
Thank you, @steadyinthelight, for providing the hint to some reports of victims.
I suspected as much but was not able to find anything. 
What I saw in numerous videos about this flytrap is bad art, lightshows, some mystery-fairy-tales (dug it by hand, police was awed,...) and a lot of smiling faces from inmates who have to smile, or else...
Just another example of how to exploit naive and optimistic people who want to experience something entitely different.
Well - not so much. It's the same old same. Exploitation in EVERY possible way and no easy way out (at least after some years of brainwash and coercing).
Beware.
Think."
3068,hTyNa_KO_0A,Who knew Italians had such powerful drugs. 😅
3069,hTyNa_KO_0A,Witchcraft.
3070,hTyNa_KO_0A,"Another charlatan machine time is nothing except evaporating shroom room , another cult"
3071,hTyNa_KO_0A,Cult came straight to my mind.
3072,hTyNa_KO_0A,The way they have designed their houses is unbelieveable. I would love to live their someday.
3073,hTyNa_KO_0A,"With so many LEDs and lights in use, my biggest question would be. What's your electricity bill like?"
3074,hTyNa_KO_0A,I think Thomas could really benefit from some psychedelics. And this would make a great episode!
3075,hTyNa_KO_0A,Wow! I loved this video guys!!
3076,hTyNa_KO_0A,Why are you guys promoting a literal cult?
3077,hTyNa_KO_0A,"Excuse me ma'am, just how much crack have y'all been smoking here?"
3078,hTyNa_KO_0A,"these places are so dangerous. You feel amazed at first, curiosity will tell you to get more information and they will show everything and won't fail to amaze you. Once you develop personal relationships with some of their members, you will feel inclined to spend more time with them. If they offer you solutions for all of your basic needs (like food, sleep, health, friends and sex) your inner logic would tell you to stay because there is nothing more you could wish to have. But what you should never lose remain in control of your own life is the curiosity for other lifestyles. Once you think you found the perfect place and the perfect people, you are too easy to control and people with harming intent will sooner or later abuse you for their purposes. It might not be harming for you at first but then other people will catch on to use you until their needs are satisfied. If then power becomes centralized and then belongs to one person, the destructive power because too big to handle. This is how dictatorship is created. Eventually it will be destroyed but on that path many people will suffer unbearably."
3079,hTyNa_KO_0A,"I never comment but I found this video very interesting, deja vu is a thing and I believe we know the future through our dreams. I once had a dream of my teacher at the time telling us a story I remembered the color of his tie and suit and our lesson of the day. He typically tells us stories and they’re different every-time except this time I knew the story. I looked over at my table mates asking if he had already told this story and they told me no, I was so sure he had told this story before that I began to tell the story verbatim as he was telling the story. Everyone was shocked including my teacher, I was so weirded out and it really opens up that anything is possible. I have deja vu often and in times when it is happening if I was not satisfied with the result I had made previously I change it."
3080,hTyNa_KO_0A,"It's basically what every cult / religion should be, but less than half a percent ever is"
3081,hTyNa_KO_0A,It looks like an interesting place and somewhere I would like to spend time if I  could.
3082,utYwOcpKSr8,Thank you so much for traveling with us at Safarisource! Our Maasai chief guide Loserian loved hosting you on safari and taking Peter to his village was a highlight for us and Loserian's family. We at Safarisource look forward to welcoming the Yes Theory and Seek Discomfort community to future African adventures.
3083,utYwOcpKSr8,"thanks for taking us along the ride. we have those tarts in asia--hong kong, macau, china. they call them custard tarts and some are portuguese style...i forgot what they add to it that makes them portuguese style...but that's so cool seeing it in lisbon. We have the cable car in San Francisco. Come to California--come to SF!"
3084,utYwOcpKSr8,what's up with the bright colored doors.
3085,utYwOcpKSr8,The guy is full of life like 💯
3086,utYwOcpKSr8,I love how Peter runs off like a happy kiddo!
3087,utYwOcpKSr8,"I always come back to watch this, Peter is just a beautiful happy person"
3088,utYwOcpKSr8,What an unbelievable video
3089,utYwOcpKSr8,bro how are you guys not at 20M yet?
3090,utYwOcpKSr8,the grin i had on my face while watching this was.... my cheeks hurt lol
3091,utYwOcpKSr8,The guy is so funny lolol
3092,utYwOcpKSr8,"Peter should join the team,he is amazing."
3093,utYwOcpKSr8,Proud of #Ryanair - Rwanda shame on the giant of Africa Nigeria without a national carrier. #APC and #PDP see wetin una dey do so.
3094,utYwOcpKSr8,COMMERCIAL COMMERCIAL COMMERCIAL I AM GONE = YES!
3095,utYwOcpKSr8,LOVE THE SHOW BUT THE AMOUNT OF COMMERCIALS IN EVERY EPISODE WAS SUCH A TURN OFF.  COMMERCIAL COMMERCIAL COMMERCIAL
3096,utYwOcpKSr8,SAFE TO SAY ITS TIME FOR PETER TO START HIS TRAVEL VLOGS
3097,utYwOcpKSr8,So funny if amar braged about not needing visa then cant leave lol butn
3098,utYwOcpKSr8,This seems like places amar wanted to go since he couldn't
3099,utYwOcpKSr8,"This is one of the most beautiful episodes I have ever watched. Thank you Peter, thank you yes theory. I'm in aw. (don't know the word) I never traveled outside Europe before and really Feld I was traveling with you guys. Love!"
3100,utYwOcpKSr8,i'm happy for this guy..
3101,utYwOcpKSr8,this video is like a movie. a very good movie
3102,WTT7XZko3qk,Yes Theory MUST already know that the CIA is responsible for thousands and maybe hundreds of thousands of murders in America and around the world… including the assassination of JFK…. 😅 🤔
3103,WTT7XZko3qk,Impressive drone shots!
3104,WTT7XZko3qk,"This guy is a good charismatic salesman/actor I'll give him that, but he's no ex-CIA spook."
3105,WTT7XZko3qk,Seems like he’s just a professional stunts guy
3106,WTT7XZko3qk,"I am very happy I watched this video, I learned so much lol"
3107,WTT7XZko3qk,"7:10 
I love the French ad lib there lol"
3108,WTT7XZko3qk,This episode was so funny 🤣
3109,WTT7XZko3qk,Is his dad really a spy
3110,WTT7XZko3qk,"To see the pure joy on their faces when they completed the 180 turn is amazing 😂 

Growing up on a farm in the prairies we were doing those when we were 10 in an old ass Lincoln town car, fully unsupervised haha sounds made up but I’m not sure how we all made it out of our childhoods but here I am!"
3111,WTT7XZko3qk,Tommy's J-Turn was impeccable lol
3112,WTT7XZko3qk,Try the sas 3day  escape and evade test or  spend 72hrs  on a island in the south Atlantic sea or  swim with dolphins or de mining in Ukrainian or in former Yugoslavia  or  72 hours in Vlad the Impaler s castle in transilvania  or  Estonia or  Poland  or other EU countries
3113,WTT7XZko3qk,"ОН СЫН ТАБАХА??? Неждан, Байден, дай оружие"
3114,WTT7XZko3qk,💚
3115,WTT7XZko3qk,JAJAJAJJA THIS ONE OF THE BEST VIDEOS THAT SAW IN THSI CHANEL¡¡....SO FUNNY¡ ..... THANKS AND REGARDS FROM BOGOTÁ COLOMBIA ❤️¡ KISSES 🙂
3116,WTT7XZko3qk,'Why are we in the car???'😂😂😂😂   Tommy's genius is underrated.
3117,WTT7XZko3qk,Not even 100 year olds pee that often. That seems more like a serious medical condition
3118,WTT7XZko3qk,This brought back Army SERE school memories
3119,WTT7XZko3qk,why does eric look like crazy-8 from breaking bad and better call saul
3120,WTT7XZko3qk,"He said, Hey buddy give me all your money LOLOL"
3121,WTT7XZko3qk,Tommy jumping out of the trunk ❤ legend
3122,ooNoZm_RG9A,THANK YOU FOR WATCHING ALL THE WAY TO THIS THIRD PART! This was the most challenging adventure with strangers Ammar has had and we’re so grateful with how it closed. Cannot wait for literally one of you watching right now to go on that trip… 😱
3123,ooNoZm_RG9A,You broke your own rule in the final trade; not to trade with anyone who knows Yes Theory...
3124,ooNoZm_RG9A,I'm really confused. The next episode is supposed to be surprising a stranger to take them to kilamanjaro but it ends up being a totally different trip.. unrelated to what's been talked about in this episode.... 🤔🤔🤔🤔🤔
3125,ooNoZm_RG9A,Did anyone even win this
3126,ooNoZm_RG9A,"Say yes to life.
Romans 10:9-10🙏"
3127,ooNoZm_RG9A,Only ammar could make this happen
3128,ooNoZm_RG9A,I don’t think the videos are fake
3129,ooNoZm_RG9A,Be Ricky 🎉
3130,ooNoZm_RG9A,Ricky's nice but it's also a public stunt for him with millions of people watching.
3131,ooNoZm_RG9A,I feel like it would've been much easier if he used fb marketplace or something similar online lol
3132,ooNoZm_RG9A,Dang am i too late to enter the trip 😭
3133,ooNoZm_RG9A,Did he break his own rule and traded the expedition for a plane ticket...
3134,ooNoZm_RG9A,"I know this is old, but.. You broke your own rule again. You traded the Kilimanjaro trip to someone you know (who is obviously familiar with Yes Theory)."
3135,ooNoZm_RG9A,"great video, also listening to British people makes my day"
3136,ooNoZm_RG9A,how fake is this xd
3137,ooNoZm_RG9A,"""This is why people think you're videos are fake"" 😂"
3138,ooNoZm_RG9A,Ricky is an absolute Legend!
3139,ooNoZm_RG9A,Hey would you guys be interested in a hitchhiking race around HWY1 of Australia.....my best is 12 days
3140,ooNoZm_RG9A,“Rejections are redirections” wow maybe you just blew my mind
3141,ooNoZm_RG9A,Didn't he break the third rule trading with Brian? SMH start all over again! xD
3142,SXK2hCRkkiU,Who wants to trade?
3143,SXK2hCRkkiU,Jackets! Does anyone know where amar 8:08 got his jacket from? 😂
3144,SXK2hCRkkiU,I'll trade you my life for the girl at 12:24
3145,SXK2hCRkkiU,wow
3146,SXK2hCRkkiU,"""Rejection is just redirection.""

I'm genuinely putting that on my list of inspirational quotes."
3147,SXK2hCRkkiU,Rudy and his girl have an amazing apartment!
3148,SXK2hCRkkiU,"Rudy, what a beautiful dude. Great couple ❤"
3149,SXK2hCRkkiU,Where did y’all get those HIDEOUS umbrellas? Holy shit that’s the tackiest and ugliest thing you guys have ever been filmed with.
3150,SXK2hCRkkiU,Thumbnail need to be changed to something like: Ammar’s hardest challenge ever! … because this was tough… but you did it!!!
3151,SXK2hCRkkiU,The tube ... Last place on earth anyone would ever trade with you  🤣
3152,SXK2hCRkkiU,I can't believe you was at my teams stadium! I've been watching your channel for around 5 years now and have some Seek Discomfort clothes. I'm a season ticket holder there and was at that game as well! Wish I knew you was there! If you're ever back in London and want to go to the game I will be happy to take you. Love the channel guys keep it up!
3153,SXK2hCRkkiU,"Rejection is just redirection
I LOVE that!!!"
3154,SXK2hCRkkiU,What was Rudy's nationality?
3155,SXK2hCRkkiU,what an amazing person and boyfriend rudy was
3156,SXK2hCRkkiU,ryan copy this but modified it better
3157,SXK2hCRkkiU,jacket @9:22  where is that from?  I know it's 9 months later and low chance you ever see this but I would trade something awesome for it.  (the one you're wearing)
3158,SXK2hCRkkiU,"""rejection is just redirection"" - love that. :)"
3159,SXK2hCRkkiU,RUDY IS A LEGEND
3160,SXK2hCRkkiU,"if he would have not lost that cord  , would ammar  have met that dude its awsome how the universe works to help the yes theory"
3161,SXK2hCRkkiU,When I visit London next I’m knocking on there door for appreciation
3162,n-plDav_iIE,"That's fake and only happ to certain ppl , and it never goes to ppl who really need it like esp me my company flew me out to San Francisco to pick up and drive all the way to new York and it's been the best trip I ever had and the only one leaving me wanting to travel more but no break and def broke because I want to go to Bangladesh, so enjoy it guys while you still can,🤩😉"
3163,n-plDav_iIE,aww the pawshake from the dog was the cutest thing ever
3164,n-plDav_iIE,Ammar's energy ❤❤❤just wow
3165,n-plDav_iIE,Should have had an “have you heard of the paper club challenge?” counter hahaha
3166,n-plDav_iIE,The cig trade would have been amazing. The things people will give up for 1 cig is incredible
3167,n-plDav_iIE,"""the unthinkable happened""
""its raining"""
3168,n-plDav_iIE,"But first he needed a paperclip, lmao"
3169,n-plDav_iIE,"Balenciaga , never gonna forget."
3170,n-plDav_iIE,"""byeee"" ... rude asf"
3171,n-plDav_iIE,Soooo...did he just keep the expensive wallet?
3172,n-plDav_iIE,The Taxi Boy ripped you up
3173,n-plDav_iIE,Wait but thats an expensive wallet. If they didn't use it did they return it??
3174,n-plDav_iIE,the power bank to wallet trade was sus af.
3175,n-plDav_iIE,"Seems that wallet was too tempting to pass up. You don't ""forget"" a rule like that."
3176,n-plDav_iIE,Super resilienced Ammar. What a lesson you gave.
3177,n-plDav_iIE,Hope they give the guy his wallet back
3178,n-plDav_iIE,'i like hard things'
3179,n-plDav_iIE,Passive income is the only way to become millionaire... work on your passive income streams .... a fellow creator
3180,n-plDav_iIE,"I get that he felt sorry for breaking a rule, but couldn't you have traded the wallet for something slightly cheaper? Felt like that the guy from the wallet made a useless sacrifice by giving away his expensive wallet"
3181,n-plDav_iIE,Ppl making sarcastic offers are annoying af
3182,D_ncku6A7iA,"Hey. Been watching your videos for days now and I love it I just want to add can you include in your videos topics like what people do in those places, what they do for a living, do they have schools their, does it have a mayor or someone governing, cost of living, how much are the hotels or food that you it, it those sorts of things. Thanks."
3183,D_ncku6A7iA,"O vídeo em ""selfie"" é horrível. Quem assiste ao vídeo não está interessado na pessoa que o faz mas sim no ambiente que ele quer mostrar. Outra coisa que também não ajuda é a rapidez com que a câmara é movimentada. Outro mau hábito é o de colocar no vídeo música de fundo pois se a pessoa quiser ouvir música o Youtube tem milhares de vídeos."
3184,D_ncku6A7iA,I'd love to hear the stories of someone who actually lived there.
3185,D_ncku6A7iA,Can we buy a building there ? Is it possible? 🤔
3186,D_ncku6A7iA,https://www.youtube.com/@CeciliaBlomdahl
3187,D_ncku6A7iA,"Me: That guy doesn't look well dressed for the weather
Me: A canadian who never dresses properly for the cold weather."
3188,D_ncku6A7iA,I couldn't imagine what it felt like going through this place.
3189,D_ncku6A7iA,"tur nebija spoku pilseta,tur expermentus meginaja vai vairak"
3190,D_ncku6A7iA,here coms movei also i liked
3191,D_ncku6A7iA,It is bad idea to make films about traveling in devils country. Russia is a terrorist state. They kill people and children. It is better to ignore it at least.
3192,D_ncku6A7iA,Love your content. Guys you need to make vido about Dyatlov Pass incident.
3193,D_ncku6A7iA,how much money they spend to build this ghost town. like this depressing town is every where left by ussr inside out russia. just imagine how much money at that time at these places. rich but poor
3194,D_ncku6A7iA,Love the cinematic
3195,D_ncku6A7iA,That mosaic WoW!!!
3196,D_ncku6A7iA,I can watch Yes Theory the whole day
3197,D_ncku6A7iA,"Fantastic video, loved every minute 🙌🏽"
3198,D_ncku6A7iA,The videographer and editor of this content deserve a raise.
3199,D_ncku6A7iA,Your channel is fascinating ❤
3200,D_ncku6A7iA,"It would be figuratively frozen in time, not literally.  Just a member of the overuse and wrong use of literally popping my head in here"
3201,D_ncku6A7iA,"You can make a nice Horror Movie here .  With some Vampires or some wild killer wolf pack .
Imagine taking some LSD here and having a bad trip"
3202,m0vIzYjLw5Q,SERBIA...go to serbia pls.
3203,m0vIzYjLw5Q,Every king was once a baby; but how do you figure every building was once a blueprint? Do you realize that we have buildings on planet earth that are older than written languages in the area. Buildings get improvised without blueprints or plans all the time.
3204,m0vIzYjLw5Q,Fun fact there’s actually a YouTuber that lives in Svalbard it’s a good channel. https://youtube.com/@CeciliaBlomdahl?si=0F4UKCYxhDLmOcSo
3205,m0vIzYjLw5Q,Wow another big proof that authorities can be the biggest mthrfckrs in the world. It fills my heart with so much joy watching these young people travelling around the world with love and respect to other human beings regardless of anything. Way to go fellas! I love your channel!
3206,m0vIzYjLw5Q,"AHMAR, YES THEORY FAM YOU GUYS DESERVE THE WORLD"
3207,m0vIzYjLw5Q,"Anurag, you are a hero and an amazing person.
I say this from the bottom of my heart to the person who tried deporting Ammar: Eat shit, you miserable human being."
3208,m0vIzYjLw5Q,What's the purpose of deporting someone to a place they've never even lived before versus where they actually live? I don't get it
3209,m0vIzYjLw5Q,Covid was a scam. Poor dude
3210,m0vIzYjLw5Q,You guys are brilliant thanks ❤
3211,m0vIzYjLw5Q,Umm not to be the elephant in the room here but ... How did the guy in Germany make it to Svalbard first when you guys were in Norway?  Cause you didn't ask him to leave same day and meet you there untill after all your vaccine and immigration crap was fixed.  Just saying 🤔
3212,m0vIzYjLw5Q,Did u know  Norway s name is norge  in Norwegian  and I wish uncud wisit the smal town of vestby  in Norway
3213,m0vIzYjLw5Q,the power of the yes fam! always turn to family they always have your back!
3214,m0vIzYjLw5Q,Cha gaye Anurag bhaiyya! Jio..
3215,m0vIzYjLw5Q,That pharmacist was a legend
3216,m0vIzYjLw5Q,that yes fam member who converted it is such a w ngl
3217,m0vIzYjLw5Q,stop with adverts i paid premium from a reason
3218,m0vIzYjLw5Q,"Most northerly community in the world with 5k inhabitants is Barrow, Alaska"
3219,m0vIzYjLw5Q,Noone party like Norwegians. And I hate it. But this video was fun😂
3220,m0vIzYjLw5Q,So glad the Yes fam came through for Ammar!!
3221,m0vIzYjLw5Q,Wtf is this that they don't accept american vaccinations? That's so stupid
3222,gRszqN6rHE8,After finally being able to enter Europe.. Ammar decided to he wanted to see.. ALL of Paris on this crazy physical challenge.. What a way to celebrate his ability to travel :D
3223,gRszqN6rHE8,"Google Pixel... Yeah, they made you Google PIXEL out everything.

Seriously though, you didn't want to decline the sponsor? This blur is really annoying..."
3224,gRszqN6rHE8,"do a half marathon in Ladakh, India or participate in the annual Ladakh marathon"
3225,gRszqN6rHE8,Why is there so much pixilation? Even Ammars hand is pixelated.
3226,gRszqN6rHE8,sitting down constantly while running just makes cramps and things worse.
3227,gRszqN6rHE8,💚
3228,gRszqN6rHE8,Ammar's is always inspiring ❤ his personality is so down to earth
3229,gRszqN6rHE8,Slap some energizer bunny ears on Ammar.
3230,gRszqN6rHE8,Amazing!! Way to go Ammar!!
3231,gRszqN6rHE8,Why all the blurs on every little brand name.
3232,gRszqN6rHE8,"When you get sponsored by a company to promote their product, at least don't use the competitor's product in the same video or don't accept sponsorship at all. Do you even realize how these blurred circles are ruining viewers' experience?"
3233,gRszqN6rHE8,Love how the camera operator is supportive and right there along with Amar. Great job. :)
3234,gRszqN6rHE8,Why was so much blurred in this video???
3235,gRszqN6rHE8,Running to the moon! Woo Hoo!
3236,gRszqN6rHE8,Literally blurred everyone and everyone out lol
3237,gRszqN6rHE8,Ammar flipping the bird to Paris for 24hrs
3238,gRszqN6rHE8,"١٤:٥٩ يا لهويييي 😂😂
I'm very proud of u Ammar 💙"
3239,gRszqN6rHE8,"Inspiring,& makes me nostalgic for Paris, where I spent time living&studying music. I'd love to see more of the raw video just to see more of the streets again; being a poor student I spent a lot of time walking all over Paris. I'd like to replicate the routes he took one day. It'll be a while as I'm stuck in Indiana for the time being. Keep on keepin'on, peeps!"
3240,gRszqN6rHE8,"I have fallen deeply and madly in love with you Ammar! You are such a beautiful young man and such an amazing influence of the youngsters of today, including, of course the gorgeous team members that you work with. So much love and success to the Yes Theory team xxx"
3241,gRszqN6rHE8,I AM PART OF THE 60%
3242,sn_BfMJfhYQ,"Thank you to everyone who has ever watched, subscribed, gotten anything from Seek Discomfort or whatever way you have supported us and been a part of this community. You helped us free Ammar from this constant stress and we can now travel the world together. Thank you thank you thank you for changing all of our lives and unlocking a new world of possibilities for us ❤️"
3243,sn_BfMJfhYQ,how did yall all meet. guess i have to binge watch all the videos...can you guys do some Q & A .
3244,sn_BfMJfhYQ,"Ammar's courage and the perseverance of the whole Yes theory team is an examplary and also it's extraordinary
to watch how you guys have made it!"
3245,sn_BfMJfhYQ,To not feel like “other” in a world full of people you’ve always seen as equal.. is truly a moment. I’m so happy for you.
3246,sn_BfMJfhYQ,"And getting to travel visa free, worth it I guess lol"
3247,sn_BfMJfhYQ,Doing all that to avoid military draft at the country you claimed you love.
3248,sn_BfMJfhYQ,"I only learnt about ""weak"" passports a week or 2 ago. I never knew about getting visas for short non working stays, I guess I thought if it was under a certain amount of time you could get a temporary one on entering the country. I have 3 nationalities British, Australian and New Zealand, i live in New Zealand but grew up in England cause im not a native Kiwi I have a lot of none kiwi friends and theyve always said how luckily I was but I thought it was because I could live and work in all 3 countries not that I could get holiday visas easier. I do know how hard it is to be away from family as my family is spread between many countries and I can't travel due to health. I knew about mandatory military service, I don't know how you coped being stuck between countries, I couldn't have managed. All that work you and your friends did is amazing good for you😊"
3249,sn_BfMJfhYQ,thank you for making people with a nice passport realise what they have
3250,sn_BfMJfhYQ,"all you need, is money,first money to buy passport, second you need money to but air ticket , hotel , food , insurance , last is you do not need to go to work, or your job is travel, i have UK passport , but i could not go any where with out money."
3251,sn_BfMJfhYQ,As a Singaporean I never realised how blessed I was to be able to travel so easily. Thank you for opening my eyes and making me so grateful for the opportunities I have. So happy for you and hope you continue to have amazing and fun adventures!
3252,sn_BfMJfhYQ,I quit when the idiot started to mention CO2
3253,sn_BfMJfhYQ,A lot people in the Caricom can’t afford to travel to a lot of places too
3254,sn_BfMJfhYQ,Why he can only enter that country with US visa and it’s not US territory or the US?
3255,sn_BfMJfhYQ,I’m Jamaican by birth and I never realized the power of my passport . It is a caricom passport that he is paying all that money to get and I pay less than $100 USD to get my passport. I’m an American citizen too
3256,sn_BfMJfhYQ,"You know it's a fucked up world when no one members of the KKK and other white supremacy groups can freely travel around the world with zero hiccups, but Middle Eastern people, just because they were born somewhere in the middle east, have to jump through hoops and more and completely humiliate themselves"
3257,sn_BfMJfhYQ,What does having a brother have to do with being forced to sign up for the military??
3258,sn_BfMJfhYQ,11:16 ❤
3259,sn_BfMJfhYQ,"That's exciting news. However, wow does that ever speak of ACCESS. Only if you have the money can you get such a privilege. So you have to be rich to buy another citizenship? It just shows that money is necessary to live a ""happy and free"" life in some cases, like this. A lot of people in the world don't have the privilege to have 150,000USD to open those kinds of doors. It's problematic to show this kind of video, don't you think? I like your videos that celebrate the people and their different lives, and the things that have allowed them to overcome the barriers in front of them, regardless of the money they have. It makes room for perspective."
3260,sn_BfMJfhYQ,Awww Ammar!! Allah akbar! so happy for him! Also make me grateful for my ability to move so freely! ❤
3261,sn_BfMJfhYQ,"St, Christopher is the one who saved you .. not ahamadulla 🤷‍♂️.."
